rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,pressing
5.143847310551216,0.058919270833333336,6900.966214317202,6442.540624842698,15008.642578125,0
6.849695636196541,0.055501302083333336,6420.306702693063,6495.849763363784,14685.64453125,0
6.293703822392085,0.09065755208333333,6786.234139036554,6439.8672865162125,14642.578125,0
6.292550257862975,0.07373046875,6715.544668623748,6456.623740841103,14850.732421875,0
4.616116327125384,0.08251953125,7615.827363591256,6460.086227866588,15661.81640625,0
5.220283628455881,0.06298828125,7026.811772689046,6465.803130903457,15058.88671875,0
4.49046176066075,0.09651692708333333,7451.528445867778,6445.1543243314345,15367.529296875,0
4.440880048817518,0.09895833333333333,7353.89325093609,6478.897200393553,15432.12890625,0
3.568998395387632,0.10026041666666667,7651.460757917378,6496.517004970658,15740.771484375,0
4.293349434275212,0.076171875,7733.449502544102,6586.63960076881,16020.703125,0
5.910785613594267,0.0537109375,7287.229448904899,6697.382818040166,15877.1484375,0
5.728427535778722,0.06429036458333333,7410.822555120234,6698.181992925718,15776.66015625,0
6.146797670095884,0.06103515625,7213.100451353658,6611.733630323469,15554.150390625,0
5.766950082031128,0.056640625,7611.640722152147,6580.671508401024,15791.015625,0
5.705491352981562,0.054361979166666664,7360.176168359889,6604.45773121831,15597.216796875,0
5.392237480431667,0.045247395833333336,7466.037786363325,6592.890307853241,15798.193359375,0
5.3840693965426984,0.043782552083333336,7593.34093196419,6621.232928982784,15991.9921875,0
4.8961075691301605,0.0625,7878.058995426048,6584.569514829135,16106.8359375,0
4.955152774634068,0.09016927083333333,7695.196367103621,6698.963298458965,16185.791015625,0
4.167870364548373,0.07486979166666667,8146.261270400665,6770.968346506248,16594.921875,0
3.3344976792824053,0.11735026041666667,8923.660158597513,6663.059467054282,17126.07421875,0
3.2084281025592882,0.11848958333333333,8888.319942909779,6725.085670095977,17240.91796875,0
3.63450393792236,0.12109375,8964.759706781677,6651.642619041886,17169.140625,0
3.5234500910988666,0.14876302083333334,9090.242481536154,6571.241217690546,17083.0078125,0
4.689061294733875,0.1015625,8277.988492655884,6679.731448059923,16623.6328125,0
4.115946590267941,0.12272135416666667,8669.552174659833,6665.182454075618,16910.7421875,0
4.00079393209827,0.1298828125,8660.705117854435,6673.089459505682,16917.919921875,0
3.401451595754041,0.146484375,9001.73659615273,6628.728788710966,17147.607421875,0
3.8670040739785843,0.12337239583333333,8686.143056490366,6743.931515344644,17197.8515625,0
3.4879882032468386,0.13850911458333334,8649.484466226339,6734.813089774685,17075.830078125,0
3.1748787078308025,0.14680989583333334,8521.747613689244,6584.29291986964,16609.27734375,0
2.956275431740446,0.13069661458333334,8487.352054008268,6348.4961113671825,16142.724609375,0
4.154349610908448,0.107421875,8060.213529600877,6351.053317836816,15740.771484375,0
4.032197997327906,0.10107421875,7891.919405965481,6395.2144490954815,15690.52734375,0
3.421136394339626,0.11767578125,8087.604251424695,6452.213518596026,15934.5703125,0
3.0707034374432762,0.13460286458333334,8411.88490119287,6452.041966767293,16300.634765625,0
4.257906065818709,0.08561197916666667,8141.872337667036,6590.890083284373,16515.966796875,0
4.048593222100725,0.09733072916666667,8160.102488170448,6625.315158035038,16523.14453125,0
4.38618934694979,0.11393229166666667,8035.158068430457,6814.319319667177,16623.6328125,0
4.2153896595511995,0.11800130208333333,8544.733463954477,6843.582206145886,17118.896484375,0
4.247129915918046,0.11686197916666667,8486.34463544271,6833.833041257294,17255.2734375,0
3.629632030266445,0.1123046875,8688.215399692888,6788.95397342026,17334.228515625,0
