rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,max_intensity,dominant_freq,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_6,mfcc_7,mfcc_8,mfcc_13,duration,keyboard
0.0010691744900525064,0.0078125,2577.6541903197012,2764.1115702147476,3983.642578125,0.0027919237497553147,861.328125,-638.1058014073694,163.66267275573605,-75.10754482631319,-4.709151120860071,-24.455835651158715,-8.60612194828166,18.436012243503896,-4.9486097837990695,0.0058049886621314994,1
0.0017475130986296032,0.052734375,2514.2991829988555,2686.40397579119,3804.19921875,0.008865195021783182,861.328125,-600.3924943786488,153.9392274968469,-101.57612218895763,-23.670572757664445,-37.21971076709064,-27.696339308138025,-6.413278868466919,-1.8125432893102202,0.02321995464852611,1
0.0037291529580906453,0.0567626953125,2421.852621694493,1869.5071650923455,4096.69189453125,0.021551443715249235,1177.1484375,-573.07293451635,170.45446610872068,-156.06995664484458,-2.7783172919560304,-46.05894777439871,-18.779378527126852,-13.212652649793021,-24.710085780510703,0.034829931972789115,1
0.0021533645212655,0.05810546875,2748.1256098319864,1890.4826020699638,3940.576171875,0.014080936538977296,861.328125,-615.5834842616579,154.2504467046866,-129.44331097465712,-1.4472705945314883,-40.60569760119012,-44.322023415086164,-7.18385080683652,-8.32428069311664,0.02321995464852611,1
0.0020513706271109403,0.0638427734375,2447.7387734010517,1872.5899883239222,3875.9765625,0.008135307670034314,1205.859375,-607.4202896311697,163.66841692319875,-163.7649901095299,-12.61388758496748,-42.21286157327711,-23.761841351567583,-10.902418480170574,-18.90245785971221,0.03482993197278911,1
0.0016603601457701484,0.02587890625,2162.321845249803,1976.4426119206341,3423.779296875,0.004999618533114156,1320.703125,-612.1277539140224,180.5778180346743,-118.04049490872214,-23.407630062662342,-38.88202286876064,-13.957938893578625,-1.3919325511621445,1.6651278980664987,0.01741496598639458,1
0.001501272155996932,0.02783203125,2868.466339929566,2702.63898300144,4005.17578125,0.005554969773542224,947.4609375,-587.5253318644959,141.89007679922187,-97.37912747448568,-7.279790804552828,-32.896228972634106,-25.698441273667274,-9.124108679542893,-12.17382130076757,0.011609977324263054,1
0.0019438312705851413,0.0576171875,2047.7903585857582,1690.7307569756065,3387.890625,0.009195939495828427,861.328125,-629.44790181634,206.6345789467367,-134.58948569482482,3.7501803346763825,-32.43109369193372,-44.97165302346291,-30.026173369858707,-7.3206527665492755,0.029024943310657636,1
0.001832881428325994,0.058268229166666664,2449.681890088348,1647.9708006363853,3818.5546875,0.008886682696797751,930.234375,-613.8267533732201,192.55314611305826,-162.3942971753768,10.564526271653659,-26.570990213082524,-16.564121738605877,-7.023268787972865,-11.485940006444864,0.029024943310657525,1
0.001917905483723245,0.04296875,2757.345517741563,2782.527938298512,4385.595703125,0.009983157837036103,1205.859375,-582.0701222662923,140.05991742113358,-113.86129246660012,-32.98439535312738,-37.22531865517312,-9.625193000090656,6.677655652877147,-8.79519777902972,0.02321995464852611,1
0.0014649647745910914,0.05029296875,2403.2686332737817,1933.8433983860002,3782.666015625,0.006472184535559294,1033.59375,-653.7921204894019,182.03338378247463,-129.7527503994437,14.588503899806895,-41.200403519687974,-39.88916100152634,-13.497069609750364,-12.927052904891537,0.02321995464852611,1
0.0016754677799790294,0.0712890625,2923.4690238667313,2022.8496937154803,4579.39453125,0.008932284247812176,861.328125,-614.1388781828919,156.07305425540324,-150.3197722532433,14.705864214605233,-38.3247742624147,-19.97175018599766,-20.990372648791173,-18.505352873615788,0.029024943310657636,1
0.0018976188445886991,0.05615234375,2603.5488618474706,2101.6404925318116,3782.666015625,0.009441155362833388,861.328125,-596.2074050929211,159.67408777983562,-130.5353951903696,-13.990067114594794,-31.78639149856183,-31.973853362794117,-16.81207440617568,-6.881244360887301,0.02321995464852611,1
0.0014753892096877079,0.03955078125,2486.2625935861115,2065.540463532663,3509.912109375,0.006445032592434765,2354.296875,-621.9334711027026,148.60285281360012,-135.05629599596864,-36.37251293611554,-23.689688908325426,-26.627412910053135,-19.317717648385088,-20.607227805605852,0.01741496598639458,1
0.001446956467224399,0.044921875,2557.948165927785,2011.4785611391103,3660.64453125,0.006173828330192671,746.484375,-617.1190406462349,170.36715269384672,-122.3325388533972,5.5397833832482934,-36.10329030371696,-33.849953653405535,-19.655970043817888,-1.6439743015198816,0.01741496598639458,1
0.0013292486245381906,0.05224609375,2643.1663611804397,2101.7175668588993,3596.044921875,0.006134532293819955,861.328125,-641.6626918182354,147.02199662417135,-128.9509240532916,-14.44244190661284,-36.058997728113745,-42.85413948651183,-18.42473207810311,2.7651962410048987,0.023219954648525998,1
0.0012386301491589624,0.0517578125,2370.953762684228,1864.931287193717,3495.556640625,0.00841811066597514,861.328125,-640.2014078008084,179.5024495270641,-130.27842244375648,-5.222084955789231,-27.049260269998268,-27.330457219547213,-18.411029758211537,-1.6645173470324155,0.023219954648525998,1
0.002019747554154551,0.0400390625,1956.488153966623,1954.4514728718452,2985.9375,0.009535972712567382,1162.79296875,-621.0430606582314,179.45830350566743,-115.08366527489612,-41.737317241994845,-32.890362734665764,-26.509386051185515,-16.86315414647622,-1.1914500676324984,0.02321995464852611,1
0.0013569958463869457,0.05859375,2464.6932625496624,1696.0274249539889,3337.646484375,0.007364058738762467,1507.32421875,-648.1012303511044,183.4853462025501,-144.33550687781943,7.133657868457394,7.297269698325008,-15.535242648410579,-23.145013166605594,4.701378865253184,0.023219954648526053,1
0.001569195335559362,0.0380859375,1966.5398717631585,1685.5589753423349,3107.958984375,0.008716768606946774,1119.7265625,-645.271949688018,195.32038709436628,-133.87369747339275,-24.201168671316868,-21.990574218630076,-36.63729634026261,-19.59222431355632,-18.256705151322695,0.023219954648525998,1
0.0009492707406393245,0.0341796875,3207.6338253323556,3131.0570736785176,5124.90234375,0.004677505444820278,1289.4736842105262,-606.0470003258301,134.73704955364778,-80.49781201351516,9.032485277652192,-28.104013885060915,6.62458876464447,8.384143899176784,-3.067053137562805,0.011609977324263054,1
0.001286645310858191,0.052734375,2592.501452529584,1885.5447254420633,3940.576171875,0.0073291178573499476,2067.1875,-644.2454173263517,154.93966956485107,-147.51573272125916,-12.426952129813321,-22.7123032220985,-27.716393688661782,-31.574762866877375,-12.536496306962343,0.02321995464852611,1
0.0012476002791634245,0.0615234375,3099.796186502654,2360.406682799088,4148.73046875,0.006560079418132179,2282.51953125,-637.6703921559265,117.32707254376403,-135.40493451673117,-6.280663023816111,-15.84489870594651,-22.81779940694823,-18.923937726465848,-11.616902811146067,0.02321995464852611,1
0.0016521703738772342,0.0625,2748.0247006777645,1867.205059506925,3832.91015625,0.007776802577719731,3402.24609375,-617.7208872587764,161.07864028755841,-132.27982202049301,6.230090524214869,-36.71907107728235,-31.11041772342794,0.35545904817439106,-0.8476694244132918,0.023219954648526053,1
0.001728968862621535,0.01416015625,2915.455214487674,2875.855988867236,4048.2421875,0.00517780097024206,1205.859375,-588.221444022457,141.335544297589,-90.51197432678292,-15.677524249327025,-18.716441785947794,-12.62009719999979,10.83610488497104,-10.867273772140786,0.005804988662131527,1
0.0016361688692126586,0.06477864583333333,2513.913981149323,1590.1479408359216,3531.4453125,0.00587358027668249,1033.59375,-625.7383519984076,183.6402349244072,-163.93399322752816,0.8845318225435621,-22.36708028924198,-34.01403225557343,-17.94554574229096,-10.958022229687439,0.02902494331065758,1
0.001344516446776725,0.06005859375,2285.7245949536887,2030.9343966494453,3624.755859375,0.006482371458070275,990.52734375,-662.1760612880902,176.16979171993913,-132.17792595443095,-10.56838443588154,-37.99180618587551,-34.05069827201985,-17.551064164136395,-16.172641896304643,0.023219954648526053,1
0.001490961436576719,0.05419921875,2497.162653830025,1848.5914172920359,4005.17578125,0.007138264649747143,1119.7265625,-634.4877926330007,167.23655444746342,-144.00699960316544,-16.95178506078561,-42.219680519384866,-22.2373116477752,-0.12174212451077164,-3.792477281907162,0.023219954648526053,1
0.0015428321953820914,0.021484375,2840.3654332127935,2343.541927170584,3682.177734375,0.005270563461395212,2325.5859375,-610.7262063385122,133.9869864390114,-127.2565151736828,-20.868207375808794,-20.103906576490754,-9.762136345288358,1.2856357658931614,0.645657165031587,0.011609977324263054,1
0.001850610957017003,0.07389322916666667,2680.9365238961004,1682.8712128534178,3854.443359375,0.01287394253939557,3273.046875,-630.6160652731616,174.9209478120653,-152.35237204598823,10.536006228510681,-46.57363102035416,-49.501734496750714,-11.668715066993746,-10.793636572723896,0.02902494331065758,1
0.0012971993080319935,0.0498046875,2418.8788826245836,1884.8083782553715,3438.134765625,0.007553384621978086,1119.7265625,-646.9734119245669,167.43193408411432,-144.78434045120625,-17.520807651293218,-23.536899172056945,-25.69308491884721,-12.187374852935143,-8.511897982736489,0.02321995464852611,1
0.0021732237283880354,0.06852213541666667,2691.0615414260797,1764.7160668644083,3775.48828125,0.014458752868802372,3066.328125,-599.6722217563026,164.6342134095507,-165.0775483711387,1.1778514265177584,-31.481968428911795,-38.29690090320148,-22.166647759350127,-14.704326546922196,0.029024943310657608,1
0.0010516096686771811,0.009765625,3047.3776335563166,3410.4395311864746,4112.841796875,0.0026914606658698286,861.328125,-621.2560020111589,134.82811694732573,-72.10311319334488,-14.84929648601404,-32.612108058383754,-29.156056190720683,-1.8313785914411076,4.881952262501325,0.005804988662131527,1
0.0018209853066302583,0.05859375,2686.436905178643,1774.3098047555206,3725.244140625,0.01179734271973777,3186.9140625,-624.1914387563289,158.45335017679517,-159.93697782224697,-8.01219576115047,-31.574254647713683,-26.986166201858577,-20.885935448344128,-7.284844546927519,0.02321995464852608,1
0.001883888078924553,0.055989583333333336,2123.3766787535865,1627.1924424042293,3186.9140625,0.009385456558369195,2068.803752931978,-629.6277476950692,189.88370776229877,-144.04449926713332,-29.863238813994958,-17.912887842026105,-22.792111126334465,-6.357364218799152,-12.121947585248806,0.029024943310657587,1
0.0025351628848546246,0.044921875,1956.009099986971,1597.8431917307169,2971.58203125,0.013764301243618753,1162.79296875,-618.9153250675458,183.10250178074082,-148.94932929711396,-42.21712103344317,-26.129105578343474,-19.94235306348205,-7.568478752871207,-11.772212875519926,0.02321995464852611,1
0.0014993505513047564,0.0478515625,2291.2304130927137,1692.699401642604,3402.24609375,0.005309367808324521,861.328125,-641.7314018191271,188.50750598569607,-137.94301073324732,0.47188888024542863,-25.040946253066153,-41.76740915396116,-13.133020343364585,-19.963666084323336,0.02321995464852611,1
0.0010548502542136434,0.01171875,4182.165050721209,4635.09780753312,7472.021484375,0.0036122637765922594,1550.390625,-593.4511562981945,99.7243890898848,-60.533516185079364,-17.15102280767585,-22.277621183824813,-9.325732413217365,6.064006828296375,6.266455391385611,0.005804988662131527,1
0.001396131129530371,0.06526692708333333,2479.653267355756,1785.942427015256,3710.888671875,0.006829410077933415,861.328125,-619.2989823347394,176.3929073618408,-154.77380483712045,-6.9075673879862185,-27.94572904927593,-18.60671924814853,-14.430755104685526,-13.152193716738369,0.02902494331065758,1
0.0013611824547782787,0.0625,2672.5855394437554,1687.0019839132037,3682.177734375,0.0076768474209425695,2067.1875,-646.9844545677112,159.50950870007665,-158.58637997666014,-3.9189036656561265,-22.638402344616935,-29.578661003525397,-22.327607236542907,-8.586077721667053,0.02321995464852611,1
0.0013908600641860931,0.04296875,2434.6244974510664,1928.8119101859454,3624.755859375,0.004742936758533739,1291.9921875,-634.5639801739215,163.07453849818452,-143.52316651352692,-17.177724411329297,-27.973575541173535,-18.794846302797627,-7.446366478346904,-9.62890419450526,0.02321995464852611,1
0.0009387614436860721,0.00927734375,2442.282767300608,2037.8839573774028,3854.443359375,0.002728790744412547,1378.125,-686.7233238171141,165.45254372108678,-123.79287206582526,-12.29251538714615,-27.398019234640806,-7.321597581655723,2.8018762706822367,17.744990882018975,0.005804988662131527,1
0.0012702734672670878,0.041015625,2931.762303585323,2390.886729845183,3445.3125,0.004176136645307275,2469.140625,-669.4899903657354,102.67244612467252,-135.56245024149752,-31.01142344174953,15.875091510196718,-26.578693664678145,-23.43460815569106,1.1411657707057536,0.01741496598639458,1
0.0017283893071364572,0.060872395833333336,2298.8488110274175,1923.808930819605,4019.53125,0.01042352082545237,1171.40625,-632.1451622022595,168.18401050704452,-142.19152901261504,-19.171380939891176,-53.3083129711873,-28.473732428694007,-5.7574421838243985,-15.940903107462374,0.029024943310657525,1
0.0015139248508053175,0.056396484375,2268.3207358117133,1808.0357477342322,3779.0771484375,0.006341167408562529,1291.9921875,-645.9770213633857,176.16384037879973,-154.7351670860428,-12.352970278576203,-42.46158778375187,-19.272351306067307,-9.176109850001895,-5.231817538249224,0.03482993197278911,1
