rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,max_intensity,dominant_freq,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_6,mfcc_7,mfcc_8,mfcc_13,duration,keyboard
0.0024117923209677444,0.056884765625,2329.8427322013813,2109.6776786803225,3590.66162109375,0.009632126456541478,861.328125,-574.5151383774638,180.22986061185273,-118.90622849611991,-6.731462219627341,-31.7128425070856,-28.9317325733525,-13.190992500159496,-18.8190473161866,0.03482993197278905,1
0.0019749234743768928,0.04638671875,2314.3491069052434,1906.7026257564216,3563.7451171875,0.007184317351949606,862.1700879765394,-613.3558989479088,180.3241564803569,-123.9731701565863,-10.942725034480915,-37.3779106792266,-35.01075219656431,-18.091398446200486,-26.614463776032537,0.023219954648525998,1
0.0017836364589170523,0.05322265625,2666.0484444088715,1986.8437801236762,3692.9443359375,0.007614925983347583,905.2785923753664,-602.2622464254603,162.21436600265477,-130.85342131954212,3.539731797762503,-36.3349913864677,-45.52974624831102,-24.63276520612584,-15.09418997383357,0.023219954648526053,1
0.0018888965544853632,0.0546875,2383.519994185313,1959.301873448353,3890.33203125,0.00883254240208043,818.26171875,-589.9727726435848,182.60794941197244,-123.72774314569602,1.53616135977345,-33.162070201161015,-29.505349726944967,-20.187410642806555,-27.04579781758879,0.02321995464852608,1
0.0016572050798598797,0.05078125,2480.957625109763,2083.138338222929,3545.80078125,0.007385674767162716,559.86328125,-602.3409032215774,172.42272407178538,-112.57035166886423,0.7337107748591656,-32.144153910886224,-41.206066377256,-18.67080167389628,-9.21527251845485,0.023219954648526053,1
0.002031291683923552,0.02490234375,2737.7054989305725,2698.55548514911,3671.4111328125,0.006643173861595402,861.328125,-566.3037835510136,145.92492909165765,-99.96342275885411,-23.699592496143072,-39.92704588467488,-40.02818414012587,-11.692866708619048,-10.650443588121263,0.011609977324263054,1
0.002834444764284456,0.0692138671875,2624.890734098693,2167.853064743719,4139.75830078125,0.013095409568594271,832.6171875,-549.9769911281767,163.1036146020357,-139.12303547035697,-1.465736220692607,-28.26919899014719,-23.53005124609099,-25.794375886991002,-13.601109490904957,0.03482993197278905,1
0.0030850357982280907,0.07112630208333333,2693.27787329575,1915.275382309442,4033.88671875,0.0246643832722287,2273.90625,-580.0570791750846,156.00305739342284,-139.91961233738164,-5.591789099519278,-38.3507262816563,-39.48512862350136,-17.36651692160139,-19.777032361098893,0.029024943310657594,1
0.002186938562209743,0.0615234375,2481.0910108821495,1925.488201211286,3646.2890625,0.01123445911538059,1205.859375,-600.3377548638854,159.58972198647263,-147.07401550841556,-24.01174881045633,-30.086004559706776,-13.060170019092213,-5.4520147224423345,-10.951328847644257,0.029024943310657594,1
0.0017477653573064957,0.037109375,2375.7753353585294,1867.4534218757344,3509.912109375,0.006107635714641279,861.328125,-611.3560916755448,170.29658139050935,-146.0682061487683,-18.939494883746622,-24.32808814706219,-25.10079039833893,-12.896921518078562,-20.78974100641473,0.017414965986394557,1
0.003260267524631511,0.06103515625,2462.4708331980046,1435.705034234016,3567.333984375,0.01753625676903689,2368.65234375,-584.0172399293118,187.88311582367768,-172.8788644946062,-5.512934935583658,-32.293811234927006,-33.93144456446848,-10.060701495012383,-10.86339506341181,0.02321995464852611,1
0.0023160139875940903,0.06673177083333333,2840.7353262431498,1627.2838880878323,4127.197265625,0.015616442541537462,2758.405003909304,-608.9451579204606,153.65687211110344,-175.5932266650872,9.514145768271847,-18.77995873887942,-31.320405207570744,-29.837559429063855,-9.819916689366211,0.029024943310657525,1
0.0020926415071126124,0.057779947916666664,2163.2197077908972,1891.501757062401,3359.1796875,0.008793136742707826,861.328125,-608.5635035912918,186.41709008851453,-120.4304582548033,-17.26672667126166,-34.78003290605346,-25.52978106132527,-9.631838076128076,-3.0133004619473636,0.02902494331065758,1
0.0017534154023659046,0.037109375,2675.845100312563,2879.439891991653,3908.2763671875,0.006032337616704243,918.75,-571.6628814020253,148.84140998842912,-90.44978152117665,-19.19873195994812,-27.558194302951854,-27.946173418442548,-15.127323013773374,-8.040933870703443,0.017414965986394554,1
0.0019205015250787613,0.03955078125,2637.2609440244487,1730.981072975615,3822.1435546875,0.007329920332084334,2813.671875,-606.3158161558681,162.09471533213244,-153.45030634871313,-6.75382448930703,-40.71005515285565,-28.12731896992768,-15.06731090568075,-16.408632165433666,0.01741496598639458,1
0.0020611382372832843,0.0185546875,2869.2511430434433,2970.5690937497266,3994.4091796875,0.005685569275661788,689.0625,-562.7587624098136,136.10895725176084,-91.6592903228199,-15.81586006954986,-41.13649523054838,-35.29173407225392,-13.809700392907498,-12.586438851411632,0.011609977324263054,1
0.0033432338259024694,0.05322265625,2585.3441006648795,1937.962121040857,4493.26171875,0.020862729718774762,895.78125,-548.8681993967275,173.37499744764162,-161.3150249068805,7.102949001983081,-36.38602255664274,-12.656784256020666,-11.63374107241525,-14.200441702924502,0.029024943310657594,1
0.0027724039550608057,0.0517578125,2595.500095429007,2359.4549311358933,4299.462890625,0.013640901740152464,861.328125,-559.9657616247047,150.1462367124235,-124.39371843163792,-8.174259947870352,-56.37784424856557,-22.212774062131132,-11.521612040651846,-17.354586296450986,0.023219954648526067,1
0.0030485119722333124,0.0548095703125,2356.8324877489017,1844.298793349174,4193.59130859375,0.015155675627381394,861.328125,-577.729435395767,181.65889003429328,-157.29784806913997,1.887462640476441,-35.05189870262865,-7.880447312255969,-16.580944304378654,-15.716570195414938,0.03482993197278916,1
0.002024828851340011,0.05322265625,2721.31254758888,1909.0796468507592,4091.30859375,0.009900231236811788,2457.1847507331377,-609.9457346451609,155.75525855963863,-147.0990700232737,-3.037782069748004,-38.79314879265621,-42.83082774735256,-26.625292820869205,-18.20826045057374,0.023219954648526067,1
0.002388988841801228,0.057454427083333336,2499.8898824708217,1946.9801364274535,3753.955078125,0.00980549433439498,861.328125,-575.7541121470741,158.44333306313953,-153.33083311437122,-24.268331987084782,-39.07591204327889,-40.77503484603198,-25.47771731136588,-24.2014270266498,0.029024943310657636,1
0.001791241888480413,0.02978515625,2786.8788372364666,2498.264781277714,3596.044921875,0.006296898486789161,3186.9140625,-582.8267436722051,153.1330655219818,-99.90946348032898,-7.0674613315207875,-15.975631828882104,-23.439467396122705,-13.011122255128363,-3.0738694384937126,0.01160997732426304,1
0.0019587538845101914,0.03125,2081.983550981051,1706.4802628179568,3079.248046875,0.009124900584173435,861.328125,-619.5866145546247,182.62094515832976,-140.12306130360122,-33.59063658806669,-20.28731361560721,-22.510837102658446,-17.282678680910227,-9.51840900588613,0.017414965986394554,1
0.0016407867495859293,0.0595703125,2733.8116498238032,1878.8875972162812,3639.111328125,0.007118504048364871,3226.829268292683,-634.4891423384666,151.83452803987072,-145.82445428572515,-4.377009771943005,-38.07919518059516,-36.06295484019258,-20.39881948226432,-8.969085339899324,0.02321995464852608,1
0.0016660045289270894,0.03125,3219.9993825855054,2499.602787746691,5017.236328125,0.005380963016966189,861.328125,-573.4534123803386,131.091116631368,-121.93592909622478,10.507819688465498,-37.98899230390931,-7.7088223756137495,-13.619298366806438,-20.958111211777528,0.011609977324263054,1
0.0016946137595352346,0.0361328125,2339.317862393724,2434.1791136184434,3545.80078125,0.008414725263820437,904.39453125,-623.762815360143,148.32885452247595,-118.50273287436669,-40.44343515790997,-40.34589404725518,-32.53120887914713,-24.455080964393762,-17.095659585697,0.02321995464852608,1
